Date,High,Low,Open,Close,Volume,Adj Close
2022-05-31,150.66000366210938,146.83999633789062,149.07000732421875,148.83999633789062,103718400.0,148.633544921875
2022-06-01,151.74000549316406,147.67999267578125,149.89999389648438,148.7100067138672,74286600.0,148.50372314453125
2022-06-02,151.27000427246094,146.86000061035156,147.8300018310547,151.2100067138672,72348100.0,151.00025939941406
2022-06-03,147.97000122070312,144.4600067138672,146.89999389648438,145.3800048828125,88570300.0,145.1783447265625
2022-06-06,148.57000732421875,144.89999389648438,147.02999877929688,146.13999938964844,71598400.0,145.93728637695312
2022-06-07,149.0,144.10000610351562,144.35000610351562,148.7100067138672,67808200.0,148.50372314453125
2022-06-08,149.8699951171875,147.4600067138672,148.5800018310547,147.9600067138672,53950200.0,147.75477600097656
2022-06-09,147.9499969482422,142.52999877929688,147.0800018310547,142.63999938964844,69473000.0,142.442138671875
2022-06-10,140.75999450683594,137.05999755859375,140.27999877929688,137.1300048828125,91437900.0,136.93978881835938
2022-06-13,135.1999969482422,131.44000244140625,132.8699951171875,131.8800048828125,122207100.0,131.6970672607422
2022-06-14,133.88999938964844,131.47999572753906,133.1300048828125,132.75999450683594,84784300.0,132.57583618164062
2022-06-15,137.33999633789062,132.16000366210938,134.2899932861328,135.42999267578125,91533000.0,135.2421417236328
2022-06-16,132.38999938964844,129.0399932861328,132.0800018310547,130.05999755859375,108123900.0,129.8795928955078
2022-06-17,133.0800018310547,129.80999755859375,130.07000732421875,131.55999755859375,134520300.0,131.37750244140625
2022-06-21,137.05999755859375,133.32000732421875,133.4199981689453,135.8699951171875,81000500.0,135.68153381347656
2022-06-22,137.75999450683594,133.91000366210938,134.7899932861328,135.35000610351562,73409200.0,135.16226196289062
2022-06-23,138.58999633789062,135.6300048828125,136.82000732421875,138.27000427246094,72433800.0,138.0782012939453
2022-06-24,141.91000366210938,139.77000427246094,139.89999389648438,141.66000366210938,89116800.0,141.4635009765625
2022-06-27,143.49000549316406,140.97000122070312,142.6999969482422,141.66000366210938,70207900.0,141.4635009765625
2022-06-28,143.4199981689453,137.32000732421875,142.1300048828125,137.44000244140625,67083400.0,137.24935913085938
2022-06-29,140.6699981689453,136.6699981689453,137.4600067138672,139.22999572753906,66242400.0,139.036865234375
2022-06-30,138.3699951171875,133.77000427246094,137.25,136.72000122070312,98964500.0,136.5303497314453
2022-07-01,139.0399932861328,135.66000366210938,136.0399932861328,138.92999267578125,71051600.0,138.73727416992188
2022-07-05,141.61000061035156,136.92999267578125,137.77000427246094,141.55999755859375,73353800.0,141.36363220214844
2022-07-06,144.1199951171875,141.0800018310547,141.35000610351562,142.9199981689453,74064300.0,142.7217559814453
2022-07-07,146.5500030517578,143.27999877929688,143.2899932861328,146.35000610351562,66253700.0,146.14700317382812
2022-07-08,147.5500030517578,145.0,145.25999450683594,147.0399932861328,64547800.0,146.83602905273438
2022-07-11,146.63999938964844,143.77999877929688,145.6699981689453,144.8699951171875,63141600.0,144.66903686523438
2022-07-12,148.4499969482422,145.0500030517578,145.75999450683594,145.86000061035156,77588800.0,145.6576690673828
2022-07-13,146.4499969482422,142.1199951171875,142.99000549316406,145.49000549316406,71185600.0,145.28819274902344
2022-07-14,148.9499969482422,143.25,144.0800018310547,148.47000122070312,78140700.0,148.26405334472656
2022-07-15,150.86000061035156,148.1999969482422,149.77999877929688,150.1699981689453,76259900.0,149.96170043945312
2022-07-18,151.57000732421875,146.6999969482422,150.74000549316406,147.07000732421875,81420900.0,146.86599731445312
2022-07-19,151.22999572753906,146.91000366210938,147.9199981689453,151.0,82982400.0,150.79054260253906
2022-07-20,153.72000122070312,150.3699951171875,151.1199951171875,153.0399932861328,64823400.0,152.8277130126953
2022-07-21,155.57000732421875,151.94000244140625,154.5,155.35000610351562,65086600.0,155.134521484375
