Date,High,Low,Open,Close,Volume,Adj Close
2022-07-13,164.97999572753906,159.61000061035156,160.16000366210938,163.49000549316406,16555100,163.49000549316406
2022-07-14,162.58999633789062,157.27999877929688,161.22000122070312,158.0500030517578,23765200,158.0500030517578
2022-07-15,164.97999572753906,159.82000732421875,160.5399932861328,164.6999969482422,23342800,164.6999969482422
2022-07-18,171.69000244140625,165.63999938964844,166.75,167.22999572753906,23574300,167.22999572753906
2022-07-19,176.49000549316406,169.50999450683594,170.3699951171875,175.77999877929688,25933700,175.77999877929688
2022-07-20,183.60000610351562,176.6999969482422,177.49000549316406,183.08999633789062,24784300,183.08999633789062
2022-07-21,183.85000610351562,178.8699951171875,180.6300048828125,183.1699981689453,27195800,183.1699981689453
2022-07-22,175.60000610351562,168.41000366210938,173.07000732421875,169.27000427246094,42583900,169.27000427246094
2022-07-25,170.57000732421875,164.80999755859375,169.0,166.64999389648438,26166300,166.64999389648438
2022-07-26,166.0,157.9499969482422,165.94000244140625,159.14999389648438,28468400,159.14999389648438
2022-07-27,170.8699951171875,162.02000427246094,162.58999633789062,169.5800018310547,43846600,169.5800018310547
2022-07-28,161.50999450683594,154.85000610351562,161.05999755859375,160.72000122070312,73214300,160.72000122070312
2022-07-29,160.13999938964844,155.1699981689453,157.69000244140625,159.10000610351562,42065400,159.10000610351562
2022-08-01,165.19000244140625,155.22999572753906,157.25,159.92999267578125,40596700,159.92999267578125
2022-08-02,162.24000549316406,158.00999450683594,158.30999755859375,160.19000244140625,27374500,160.19000244140625
2022-08-03,169.5399932861328,161.57000732421875,162.69000244140625,168.8000030517578,31721900,168.8000030517578
2022-08-04,172.14999389648438,166.8000030517578,168.3000030517578,170.57000732421875,23938200,170.57000732421875
2022-08-05,171.61000061035156,165.8000030517578,166.99000549316406,167.11000061035156,25832700,167.11000061035156
2022-08-08,177.50999450683594,167.1300048828125,168.0,170.25,27299100,170.25
2022-08-09,169.52999877929688,166.60000610351562,168.9499969482422,168.52999877929688,18655100,168.52999877929688
2022-08-10,180.47999572753906,173.9499969482422,175.99000549316406,178.33999633789062,30262100,178.33999633789062
2022-08-11,183.10000610351562,176.3699951171875,179.7100067138672,177.49000549316406,24079100,177.49000549316406
2022-08-12,181.4600067138672,178.91000366210938,180.80999755859375,180.5,21274000,180.5
2022-08-15,181.44000244140625,178.1999969482422,178.9600067138672,180.88999938964844,15878700,180.88999938964844
2022-08-16,180.99000549316406,177.0399932861328,179.44000244140625,179.47000122070312,21156700,179.47000122070312
2022-08-17,178.13999938964844,174.1699981689453,176.75999450683594,174.85000610351562,20118100,174.85000610351562
2022-08-18,175.75999450683594,171.86000061035156,174.33999633789062,174.66000366210938,18844500,174.66000366210938
2022-08-19,172.32000732421875,167.0500030517578,170.1999969482422,167.9600067138672,26240800,167.9600067138672
2022-08-22,165.49000549316406,162.25999450683594,165.49000549316406,163.0500030517578,19499700,163.0500030517578
2022-08-23,165.0500030517578,160.6999969482422,162.47999572753906,161.11000061035156,18111800,161.11000061035156
2022-08-24,165.4600067138672,159.77000427246094,160.60000610351562,163.25999450683594,20891500,163.25999450683594
2022-08-25,168.8800048828125,164.02000427246094,165.17999267578125,168.77999877929688,15550500,168.77999877929688
2022-08-26,170.9199981689453,161.6699981689453,168.47999572753906,161.77999877929688,24023600,161.77999877929688
2022-08-29,163.0500030517578,159.00999450683594,160.66000366210938,159.1699981689453,20052700,159.1699981689453
2022-08-30,161.66000366210938,155.91000366210938,160.35000610351562,157.16000366210938,19567900,157.16000366210938
